@id,@lon,@lat,name
310348494,21.3946845,42.0036936,Стопанска Банка
386744780,21.4266335,41.9921343,Шпаркасе
411634099,21.2484312,41.3679678,
416411687,21.3842855,42.0079825,
416411754,21.3847909,42.0043009,
416411856,21.4171593,42.0058046,
426999896,22.0109749,41.4372911,
427001352,22.0106767,41.4371148,
443017395,21.4998343,41.9967167,Komercijalna Banka
459663482,21.4065094,41.9966492,
529811409,22.0169607,41.4345552,
1475404512,21.3654634,42.0069591,
1475404520,21.3682759,42.0074334,
1475404532,21.3683049,42.0075098,
1615856817,21.3989023,42.0031153,Шпаркасе
1858888741,21.4257466,41.9994538,
1858888742,21.4260824,41.9995581,
1858888763,21.4259096,41.9996412,
2051143421,22.0914940,41.4869288,
2174953997,21.4837593,41.9975122,
2323202911,22.5017728,41.1403120,
2323202915,22.5059624,41.1428470,
2323202916,22.5032453,41.1390313,
2323202918,22.5028081,41.1399726,
2323202919,22.5051953,41.1399787,
2323202921,22.5029154,41.1394797,
2323202923,22.5034653,41.1387606,
2323202925,22.5033473,41.1389384,
2323204669,22.5041385,41.1402190,
2335276909,21.4176190,41.9937422,Шпаркасе
2335276914,21.3577339,42.0064284,Шпаркасе
2335304829,21.4452888,42.0136404,Шпаркасе
2520984629,21.4263503,41.9976152,Стопанска Банка
2520984650,21.4259194,41.9993708,
2980043658,21.4447857,41.9908011,
3005355056,20.8006851,41.1159732,Уни
3026549093,21.4000421,42.0030413,Стопанска Банка
3099334942,21.4455925,41.9909328,Halkbank
3099553254,21.6274288,41.9612077,
3100116013,21.6274421,41.9611559,
3101725359,21.4351740,41.9989126,
3101725378,21.4357789,41.9993417,ProCredit
3101725382,21.4425083,41.9937271,Уни
3103985010,21.4345612,41.9953834,NLB Tutunska banka
3437249685,21.4310330,41.9953942,
3497498228,21.4062413,42.0139201,
3497498229,21.4061361,42.0139259,Комерцијална Банка
3633126812,21.3959313,41.9944722,Стопанска Банка
3633126813,21.4050875,41.9967060,Стопанска Банка
3634182298,21.3916984,42.0005737,Комерцијална Банка
3634182299,21.3900585,42.0010817,Комерцијална Банка
3634182400,21.3900911,42.0010810,НЛБ Тутунска Банка
3635130200,21.3900584,42.0010181,Стопанска Банка
3637351595,21.3959333,41.9944772,НЛБ Тутунска Банка
3673492606,21.4292834,41.9951423,Шпаркасе
3673514709,21.4439760,41.9757707,Шпаркасе
3673575643,21.3925292,42.0045813,Шпаркасе
3674607001,21.4658037,41.9849643,Шпаркасе
3699885631,22.7703415,41.9654845,Уни Банка
3699885632,22.7714094,41.9654734,Комерцијална Банка
3700009993,22.7751876,41.9664243,Уни Банка
3700025528,22.7756810,41.9662456,Стопанска Банка
3700025531,22.7771243,41.9672234,Комерцијална Банка
3700033125,22.7756470,41.9662199,Стопанска Банка
3787600183,21.4405696,41.9809158,
3787622358,21.4400507,41.9818480,
3826400409,20.8058637,41.1106354,
3828390364,21.7833974,41.7172977,
3828411463,21.7826137,41.7166424,
3828411464,21.7839998,41.7158272,
3828411468,21.7842337,41.7158288,
3828431961,21.7821719,41.7177347,
3828431968,21.7816717,41.7171518,
3929408964,21.5816445,41.9914532,
4059895433,21.4171609,41.9938379,
4149490303,21.3924412,41.9983327,
4169882189,21.4295739,41.9920274,Шпаркасе
4169893239,21.4009084,41.9939123,Шпаркасе
4197577689,21.4549624,41.9847345,
4225448690,21.3996850,42.0152020,
4234366920,21.4039823,42.0137911,
4240269692,22.1953280,41.7387156,
4247664090,20.9125409,41.7964728,
4268303690,21.2177812,41.5075139,
4359835489,21.4456144,41.9909851,
4360785191,22.1979444,41.7440708,
4405699490,20.7578483,41.7023553,
4532987201,21.6096546,42.0968846,
4552091394,21.2195451,41.5075949,
4594432368,21.4333409,41.9957551,Стопанска Банка
4938101522,21.4378292,41.9917059,
5055432423,22.1819457,42.0768259,
5055455122,22.1820740,42.0782848,
5055455124,22.1817895,42.0787587,
5055455127,21.4310260,41.9868165,
5099034756,21.2485794,41.3680536,ATM NLB
5099034757,21.2492890,41.3685612,
5252309151,22.5524673,41.1271737,Eurobank
5403997121,22.7734193,41.9721268,
5426405223,21.1200500,41.4843256,
5426412921,20.9510218,41.5114248,
5602501921,20.8000899,41.1142138,
5602501922,20.8002423,41.1147626,
5604366923,20.7981761,41.1125973,
5720872862,20.8019766,41.0587409,
5759411265,21.4664512,41.9931833,
5761142323,21.0137127,41.0901855,
5761142324,21.0129515,41.0896441,
5798860601,21.5161830,41.9393740,
5832017733,20.6888482,41.7101096,
5838858861,21.3357142,41.0322341,
5865367386,21.5543192,41.3445751,
5956379185,20.5927251,41.2403003,
6030006585,21.4344946,41.9974347,
6030006586,21.4328457,41.9952698,
6054036214,21.4200771,41.9994044,
6277259440,21.5758838,41.9944767,Halkbank
6289975794,21.6174009,41.9378936,
6347491469,22.1904787,41.7378267,
6347491479,22.1928476,41.7369856,
6348087909,22.1912334,41.7377690,
6348087916,22.1923003,41.7372519,
6348087921,22.1940708,41.7373151,
6348113832,22.1935236,41.7380785,
6348113838,22.1929782,41.7380034,
6348113854,22.1944789,41.7385855,
6348420581,22.1951303,41.7378906,
6354850987,21.4368842,41.9948126,
6371912425,22.1910514,41.7377423,
6414108786,21.4425529,42.0072333,
6419704785,21.4270178,42.0056394,
6440573589,21.4270947,42.0057289,
6581553866,20.7998326,41.1129909,Sparkasse
6581573309,20.7997832,41.1129943,Bankomat
6631350586,20.8005603,41.1138745,
6658574186,21.5548309,41.3466234,
6739231786,21.5537858,41.3460565,
6739231787,21.5544188,41.3468023,
6781168989,21.3356854,41.0321975,
6788959087,21.5874012,41.9898922,
6837039896,20.8154217,41.1173142,
6876162985,21.3194577,41.0247673,
6913357686,21.4294091,42.0246861,
7121648911,22.7211160,41.1870340,
7124138461,22.7222858,41.1838747,
7131569949,22.1778071,42.0009167,
7131569956,22.1781470,41.9988720,
7133065638,21.3597505,42.0065804,
7133065639,21.3570683,42.0067318,
7133065640,21.3591690,42.0065931,
7133065642,21.3575725,42.0067621,
7133321080,21.3746296,42.0032539,
7133424007,21.4087112,41.9972771,
7133436089,21.4185028,41.9992882,
7133438548,21.4252244,41.9984598,
7133445813,21.4297565,41.9970916,
7133445908,21.4323164,41.9952018,
7136180065,21.4701949,41.9837158,
7136180066,21.4699015,41.9838577,
7136505913,21.3967495,42.0033653,
7136914205,21.4616683,42.0025929,
7136914208,21.4617348,42.0026662,
7136925220,21.6274677,41.9610535,
7136947040,21.3119917,42.0057143,
7136956046,21.4837986,41.9844079,
7136963072,21.6277549,41.9604729,
